Nom,adresse,Code postal,Ville,Téléphone,Email,Site web,Texte complémentaire Codelico,Liste de catégories,Type,Pays,urlImg
Udaf - union départementale des associations familiales du bas-rhin,73 rue de la vallée,67100,Weiler,03 88 09 98 66,Famgouv.weiler@udaf67.fr,Http://www.udaf67.fr,Famille gouvernante. 14 places : 8 logements. accompagnement pour les actes de la vie quotidienne. public : hommes et femmes isolés et désocialisés. pour l'admission s'adresser au siège de l'udaf : 19-21 rue du faubourg national - bp 62 67067 strasbourg tél. : 03 88 52 89 70 - fax : 03 88 75 72 24,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//maison relais",Association,Fr,
Viaduq 67,5 rue albert einstein,67200,Strasbourg,03 88 28 57 62,Contact@viaduq67.org,Http://www.viaduq67.org,"Nformations sur les droits et obligations de chacun dans les différents domaines du droit : famille, travail, étrangers, administratif, consommation, logement, pénal... accompagnement dans les démarches visant à faire respecter un droit ou l'exécution d'une décision judiciaire ou administrative. orientation vers les différents acteurs institutionnels (juridiction, administration, avocat, notaire, huissier, conciliateur de justice...). gratuit et confidentiel. tout public. sur rdv. lundi à jeudi 9h-12h et 14h-18h. vendredi 9h-12h. samedi 9h-12h : écrivain public. autres missions : aide aux victimes d’infraction pénale, médiations","Insertion, accompagnement social, alphabétisation",Association,Fr,
Ville et eurométropole de strasbourg,1 parc de l'étoile,67000,Strasbourg,03 68 98 64 58,,Https://www.strasbourg.eu/solidarite-sante-pratique,"23 unités de vie en logement d'insertion en cohabitation. 8 unités de vie en résidence sociale. hébergement temporaire avec un accompagnement social. sur orientation du siao. durée : 6 mois renouvelable. participation : mensuelle en fonction de la composition familiale. couple ou isolé accompagné d'enfant(s), en situation régulière sur le territoire, relevant du pdalhpd. sur orientation du siao, hébergement temporaire avec un accompagnement social","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//logement d'insertion - a bail glissant - intermédiation locative",Association,Fr,
Ville et eurométropole de strasbourg,2 rue fritz kiener,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,Équipe mobile de rue. accueil de jour. infirmière : mardi à vendredi de 9h30 à 12h et mardi de 19h à 22h45. psychologue : mercredi de 9h30 à 12h et de 13h30 à 16h30. public: personnes fréquentant l'accueil de jour.,"Santé, accueil et service médicalisés, accueil médicalisé - soins infirmiers",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg,Ccas - centre kiener - accueil de jour 2 rue fritz kiener,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,"Thé ou tisane à l'ouverture. petite collation. soupe mardi et jeudi de 11h45 à 12h20. personnes à la rue. fermeture hebdomadaire le lundi la journée, et le jeudi à 13h.d","Vie quotidienne, alimentation, restauration",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - centre kiener - accueil de jour,2 rue fritz kiener,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,"Permanence psychologue : mercredi 9h30 à 12h et 13h30 à 16h30. - permanence infirmière : du mardi au vendredi de 9h30 à 12h. orientation. bureau des infirmiers : 03 88 37 56 08. fermeture hebdomadaire le lundi la journée, et le jeudi à 13h","Santé, accueil et service médicalisés, accueil médicalisé - soins infirmiers",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - centre kiener - accueil de jour,2 rue fritz kiener,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,"6 douches accessibles : 4 douches hommes et 2 douches femmes. distribution de cartes de douches pour les bains municipaux. fermeture le lundi la journée, et le jeudi après-midi. accès aux douches à partir de 10h30. fermeture à 12h, jeudi à 12h30. accès aux douches à 13h30 l'après-midi en semaine et à 14h les we et jours fériés. fermeture à 15h en semaine et 15h30 le week-end.","Vie quotidienne, hygiène, douche",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - centre kiener - accueil de jour,Idem,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,"Lave-linge et sèche linge. participation de 1 €. créneau possible pour les partenaires, sur rdv par tél. personnes sans hébergement. inscription le vendredi pour la semaine suivante. dernières machines : 13h30. fermeture hebdomadaire le lundi la journée, et le jeudi à 13h.","Vie quotidienne, hygiène, laverie",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - centre kiener - accueil de jour / nuit,2 rue fritz kiener,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,"Équipe mobile de rue. 1 infirmière, 1 as, médiateur. personnes à la rue. du lundi au vendredi en plus des maraudes hivernales et estivales. pendant la période hivernale, une maraude nocturne tous les 15 jours.",Maraudes,Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - centre kiener - accueil de nuit,2 rue fritz kiener,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,"Accueil et hébegement de nuit. 42 places hommes. admission : via le 115, et orientation par ts. bureau des intervenants sociaux 03 88 37 17 40 hommes sans domicile. ouverture 7j/7j de 17h à 9h la semaine. accueil de 17h à 22h en semaine, 24h/24 le week-end.",Hébergement d'urgence / mise à l'abri,Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - centre kiener - accueil de nuit,Idem,67000,Strasbourg,,,,"Ouvert toute l'année, dans le cadre de l'hébergement d'urgence permanence infirmier le mardi de 19h à 22h45. consultation psychiatrique tous les 15 jours de 8h à 10h. orientation par ts et 115. inf 03 88 37 56 06. personnes sans domicile.","Santé, accueil et service médicalisés, accueil médicalisé - soins infirmiers",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - centre communal d'action sociale centre kiener - accueil de jour,2 rue fritz kiener,67000,Strasbourg,03 88 37 56 06,Ccas.cahm@strasbourg.eu,,"Accueil, écoute, orientation, information du public par l'équipe de professionnels et ts. bureau des intervenants sociaux 03 88 37 56 06.possibilité d'accomp. accueil inconditionnel, ou orientation par ts. douches, salle de séjour, détente, tv le we et jours fériés. thé, tisane. personnes à la rue. fermeture hebdomadaire le lundi la journée, et le jeudi à 13h. ouvert : 9h30 à 12h30 et de 13h30 à 16h30 en semaine. de 10h à 13h et de 14h à 17h les week-ends et jours fériés.",Accueil de jour,Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - les remparts - accueil de nuit,1 rue du rempart,67000,Strasbourg,03 90 20 14 26 / 28,,,"Accueil et hébergement de nuit. 40 lits au total. admission : via le 115, et orientation des ts. hommes sans domicile. ouverture 7j/7j de 17h à 9h la semaine. accueil de 17h à 22h en semaine, 24h/24 le week-end",Hébergement d'urgence / mise à l'abri,Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - les remparts - accueil de nuit,Idem,67000,Strasbourg,,,,"Ouvert toute l'année, dans le cadre de l'hébergement d'urgence. permanence infirmier le mercredi de 18h30 à 22h30. orientation par ts et 115. inf 03 90 20 14 25 personnes sans domicile fixe","Santé, accueil et service médicalisés, accès aux soins",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - paas pôle d'accueil et d'accompagnement social centre administrati,1 parc de l'étoile,67000,Strasbourg,03 68 98 64 58,Https://www.strasbourg.eu/solidarite-sante-pratique,,"Domiciliation. personnes et familles sans domicile stable ayant un lien avec la commune. strasbourg 1res demandes et renouvellements sur rdv uniquement les lundi et vendredi matin et du mardi au jeudi matin et après-midi. lundi et jeudi 13h30-17h. mardi, mercredi et vendredi 8h30-12h. observations : horaires susceptibles d’évolution en cours d’année","Insertion, accompagnement social, domiciliation",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg ccas - paas pôle d'accueil et d'accompagnement social centre administratif,1 parc de l'étoile,67000,Strasbourg,03 68 98 64 58,Https://www.strasbourg.eu/solidarite-sante-pratique,,"Accueil social, accompagnement à l’insertion sociale et professionnelle. personnes et familles non logées. accueil de 8h30 à 12h et de 13h30 à 17h. permanences sociales du lundi au vendredi de 8h30 à 11h30 sauf le jeudi.","Insertion, accompagnement social, accompagnement social",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg service promotion de la santé de la personne,1 parc de l'étoile,67000,Strasbourg,03 68 98 50 00,,Https://www.strasbourg.eu/vaccinations-sante,"Contact : raoul zeiger, infirmier coordinateur du secteur des vaccinations. tél. direct : 03 68 98 51 30. raoul.zeiger@strasbourg.eu séances de vaccinations gratuites ouvertes à tous (par délégation du cd67). vaccinations dtp, dtpca, dtpc (diphtérie, tétanos, poliomyélite, coqueluche) tout public à partir de l’âge de 6 ans; accueil du public en dehors des séances de vaccination : mardi, mercredi et jeudi, 9h-12h et 13h30-16h. planning des séances sur demande, ou en suivant ce lien : https://www.strasbourg.eu/vaccinations tenue du fichier vaccinal de la population","Santé, accueil et service médicalisés, vaccination",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg service propreté urbaine centre administratif,1 parc de l'étoile,67000,Strasbourg,03 88 60 94 95,,,"- centre ville de strasbourg : toilettes souterraines des places kléber et château, en surface barrage vauban et parc de l’étoile : 7h - 20h 7j/7, dont 2 cabines sanitaires auto parc de l'étoile ouvertes en nocturne 7j/7 de 20h à 7h. - centre élargi : st guillaume (quai des pêcheurs), national (quai altorffer) : 7j/7 de 9h à 20h sauf fériés. - parcs et jardins : europe 7j/7, de 7h à 20h. jardin des deux rives et citadelle ouverts selon saison, toilette auto ou sèche prévue. - sur les marchés d’approvisionnement : neudorf et bd de la marne : mardis et samedis 7h - 14h sauf fériés. ostwald : wihrel est supprimé. schiltigheim : place de l’hôtel de ville les jeudis de 7h à 13h sauf fériés et évènements exceptionnels.","Vie quotidienne, hygiène, wc publics",Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg unité territoriale sud - centre de ressources,16 rue de l'indre,67100,Strasbourg,03 90 40 44 00,,,"Consultation pré et post-natale de pmi gratuite, et assurée par un médecin gynécologue et une sage-femme de pmi. elle vise à informer, conseiller dans la préparation et l’aide à la naissance dans les conditions les plus favorables à la santé de la mère et de l’enfant. les examens de laboratoire y sont également dispensés gratuitement. pour les femmes qui ont des difficultés d'accès aux soins, ces consultations permettent un suivi normal de leur grossesse, puis de la santé du bébé. séance de préparation à l’accouchement une fois par mois, sur rdv. 1er jeudi et 3e mardi du mois sans rendez-vous de 14h à 17h. téléphoner au 03.90.40.44.10 les mardis ou mercredis et jeudis après-midi pour prendre un rendez-vous. interruption des consultations jusque avril 2018",Consultation périnatale,Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg unité territoriale sud - centre de ressources,16 rue de l'indre,67100,Strasbourg,03 90 40 44 00,,,Dépistage sida et hépatites.,Accueil et service médicalisés / dépistage gratuit sida et ist,Groupe gouvernemental,Fr,
Ville et eurométropole de strasbourg unité territoriale sud centre de ressources,16 rue de l'indre,67100,Strasbourg,03 90 40 44 00,,,"Interruption des consultations jusque avril 2018. centre de planification et d’éducation familiale. des sages femmes, des médecins, une conseillère conjugale pour répondre aux questions : sexualité, contraception, conseil conjugal, ivg... l’accès au centre est gratuit. il dispense : - des actions d’information et de prévention individuelles ou collectives sur la sexualité, la contraception et l’éducation familiale. - des consultations médicales de contraception et la délivrance de contraceptifs gratuits. - des entretiens de conseil conjugal et familial. - des entretiens préalables et un accompagnement à l’ivg. 1er jeudi et 3e mardi du mois sans rendez-vous de 14h à 17h. téléphoner au 03.90.40.44.10 les mardis ou mercredis et jeudis après-midi pour prendre un rendez-vous",Accueil et service médicalisés/ planning familial,Groupe gouvernemental,Fr,
